Feature,Clean,Blurred,Absolute_Difference
n_objects,8.0,7.0,1.0
mean_area,191.75,397.2857142857143,205.53571428571428
mean_eccentricity,0.6349620727053291,0.5344270959144882,0.10053497679084089
mean_solidity,0.9668403366986098,0.9540542077771418,0.01278612892146802
mean_intensity,0.2269163317978382,0.11188320815563202,0.11503312364220619
foreground_fraction,0.023406982421875,0.0424346923828125,0.0190277099609375
